,Channel 1,Channel 2
Revision:           ,0,0
Type:               ,average,average
Start:              ,0,0
Points:             ,71000,71000
Count:              ,48,48
XDispRange:         ,7.10000E+00,7.10000E+00
XDispOrg:           ,-3.67099999999998E-02,-3.67099999999998E-02
XInc:               ,1.00000000000000E-04,1.00000000000000E-04
XOrg:               ,-3.66100000000001E-02,-3.66100000000001E-02
Units:              ,Second,Second
XReference:         ,4,4
YDispRange:         ,4.00000E-01,8.00000E+00
YDispOrg:           ,5.87999999523163E-01,2.35999989509583E+00
YInc:               ,6.587944310779E-06,1.31762197229732E-04
YOrg:               ,5.94640647865265E-01,2.49281629480757E+00
Units:              ,Volt,Volt
YReference:         ,1,1
Frame:              ,DSOS104A:MY55510295,DSOS104A:MY55510295
Date:               ,10 MAY 2018,10 MAY 2018
Time:               ,18:08:09,18:08:09
Max Bandwidth:      ,5000,5000
Min Bandwidth:      ,0,0
Time Tags (Channel 1),Channel 1,Channel 2
6.9517900E+00, 5.126141E-01, 4.7873230E+00
6.9518900E+00, 5.145246E-01, 4.7835021E+00
6.9519900E+00, 5.113756E-01, 4.7825799E+00
6.9520900E+00, 5.160926E-01, 4.7825799E+00
6.9521900E+00, 5.051500E-01, 4.7842927E+00
6.9522900E+00, 5.172784E-01, 4.7840290E+00
6.9523900E+00, 5.165274E-01, 4.7867961E+00
6.9524900E+00, 5.215606E-01, 4.7871914E+00
6.9525900E+00, 5.079829E-01, 4.7898269E+00
6.9526900E+00, 5.171335E-01, 4.7812619E+00
6.9527900E+00, 5.185103E-01, 4.7877183E+00
6.9528900E+00, 4.973696E-01, 4.7853470E+00
6.9529900E+00, 5.038917E-01, 4.7858739E+00
6.9530900E+00, 4.973104E-01, 4.7890363E+00
6.9531900E+00, 4.985818E-01, 4.7858739E+00
6.9532900E+00, 5.132466E-01, 4.7902222E+00
6.9533900E+00, 5.129501E-01, 4.7907491E+00
6.9534900E+00, 5.010260E-01, 4.7873230E+00
6.9535900E+00, 5.134179E-01, 4.7829752E+00
6.9536900E+00, 5.137736E-01, 4.7914081E+00
6.9537900E+00, 5.222391E-01, 4.7875867E+00
6.9538900E+00, 5.205658E-01, 4.7862692E+00
6.9539900E+00, 5.133784E-01, 4.7871914E+00
6.9540900E+00, 5.111055E-01, 4.7883773E+00
6.9541900E+00, 5.213827E-01, 4.7871914E+00
6.9542900E+00, 5.194590E-01, 4.7828431E+00
6.9543900E+00, 5.201573E-01, 4.7899585E+00
6.9544900E+00, 5.140701E-01, 4.7887726E+00
6.9545900E+00, 5.083649E-01, 4.7873230E+00
6.9546900E+00, 4.993658E-01, 4.7842927E+00
6.9547900E+00, 5.101174E-01, 4.7848196E+00
6.9548900E+00, 5.102952E-01, 4.7875867E+00
6.9549900E+00, 5.090171E-01, 4.7794175E+00
6.9550900E+00, 5.057100E-01, 4.7808666E+00
6.9551900E+00, 5.115139E-01, 4.7836337E+00
6.9552900E+00, 5.179504E-01, 4.7845564E+00
6.9553900E+00, 5.032593E-01, 4.7809987E+00
6.9554900E+00, 5.160860E-01, 4.7841611E+00
6.9555900E+00, 5.032988E-01, 4.7871914E+00
6.9556900E+00, 5.082991E-01, 4.7867961E+00
6.9557900E+00, 5.114086E-01, 4.7879820E+00
6.9558900E+00, 5.178516E-01, 4.7808666E+00
6.9559900E+00, 5.159476E-01, 4.7879820E+00
6.9560900E+00, 5.097221E-01, 4.7873230E+00
6.9561900E+00, 5.149068E-01, 4.7908807E+00
6.9562900E+00, 5.055453E-01, 4.7845564E+00
6.9563900E+00, 5.084242E-01, 4.7961512E+00
6.9564900E+00, 5.021525E-01, 4.7857423E+00
6.9565900E+00, 5.106905E-01, 4.7871914E+00
6.9566900E+00, 5.035360E-01, 4.7881136E+00
6.9567900E+00, 5.102754E-01, 4.7898269E+00
6.9568900E+00, 4.960850E-01, 4.7878504E+00
6.9569900E+00, 5.177923E-01, 4.7882457E+00
6.9570900E+00, 5.224500E-01, 4.7894316E+00
6.9571900E+00, 5.209018E-01, 4.7882457E+00
6.9572900E+00, 5.154272E-01, 4.7923303E+00
6.9573900E+00, 5.146696E-01, 4.7899585E+00
6.9574900E+00, 5.107168E-01, 4.7939115E+00
6.9575900E+00, 4.949782E-01, 4.7867961E+00
6.9576900E+00, 5.036545E-01, 4.7908807E+00
6.9577900E+00, 4.990166E-01, 4.7908807E+00
6.9578900E+00, 5.089710E-01, 4.7896948E+00
6.9579900E+00, 5.117446E-01, 4.7952290E+00
6.9580900E+00, 5.056177E-01, 4.7894316E+00
6.9581900E+00, 5.032988E-01, 4.7820525E+00
6.9582900E+00, 5.162309E-01, 4.7890363E+00
6.9583900E+00, 5.173838E-01, 4.7878504E+00
6.9584900E+00, 5.243012E-01, 4.7854786E+00
6.9585900E+00, 5.127261E-01, 4.7910128E+00
6.9586900E+00, 5.219229E-01, 4.7911444E+00
6.9587900E+00, 5.081344E-01, 4.7898269E+00
6.9588900E+00, 5.189781E-01, 4.7920666E+00
6.9589900E+00, 5.140635E-01, 4.7862692E+00
6.9590900E+00, 5.156512E-01, 4.7870598E+00
6.9591900E+00, 5.064412E-01, 4.7929888E+00
6.9592900E+00, 5.024555E-01, 4.7873230E+00
6.9593900E+00, 4.973631E-01, 4.7881136E+00
6.9594900E+00, 5.091357E-01, 4.7918029E+00
6.9595900E+00, 5.203484E-01, 4.7857423E+00
6.9596900E+00, 5.071989E-01, 4.7879820E+00
6.9597900E+00, 5.158554E-01, 4.7862692E+00
6.9598900E+00, 5.127064E-01, 4.7845564E+00
6.9599900E+00, 5.103216E-01, 4.7886410E+00
6.9600900E+00, 5.077654E-01, 4.7853470E+00
6.9601900E+00, 5.131873E-01, 4.7908807E+00
6.9602900E+00, 5.105653E-01, 4.7889042E+00
6.9603900E+00, 5.045702E-01, 4.7902222E+00
6.9604900E+00, 5.085560E-01, 4.7838974E+00
6.9605900E+00, 5.011972E-01, 4.7821846E+00
6.9606900E+00, 5.025214E-01, 4.7881136E+00
6.9607900E+00, 5.197489E-01, 4.7828431E+00
6.9608900E+00, 5.101700E-01, 4.7821846E+00
6.9609900E+00, 5.119224E-01, 4.7844243E+00
6.9610900E+00, 5.105851E-01, 4.7821846E+00
6.9611900E+00, 5.033515E-01, 4.7829752E+00
6.9612900E+00, 4.977715E-01, 4.7849517E+00
6.9613900E+00, 5.201113E-01, 4.7858739E+00
6.9614900E+00, 5.197687E-01, 4.7869277E+00
6.9615900E+00, 5.158225E-01, 4.7827115E+00
6.9616900E+00, 5.111714E-01, 4.7890363E+00
6.9617900E+00, 5.145246E-01, 4.7852149E+00
6.9618900E+00, 5.019483E-01, 4.7798128E+00
6.9619900E+00, 5.168173E-01, 4.7850833E+00
6.9620900E+00, 5.176868E-01, 4.7809987E+00
6.9621900E+00, 5.078774E-01, 4.7815256E+00
6.9622900E+00, 5.098802E-01, 4.7866645E+00
6.9623900E+00, 5.075019E-01, 4.7947021E+00
6.9624900E+00, 5.054333E-01, 4.7871914E+00
6.9625900E+00, 4.978835E-01, 4.7887726E+00
6.9626900E+00, 5.072713E-01, 4.7864008E+00
6.9627900E+00, 5.041091E-01, 4.7953606E+00
6.9628900E+00, 5.003013E-01, 4.7866645E+00
6.9629900E+00, 5.118104E-01, 4.7840290E+00
6.9630900E+00, 5.167184E-01, 4.7806034E+00
6.9631900E+00, 5.189978E-01, 4.7916713E+00
6.9632900E+00, 5.175090E-01, 4.7881136E+00
6.9633900E+00, 5.132729E-01, 4.7879820E+00
6.9634900E+00, 5.106839E-01, 4.7856102E+00
6.9635900E+00, 5.075612E-01, 4.7928572E+00
6.9636900E+00, 5.118302E-01, 4.7941747E+00
6.9637900E+00, 5.148475E-01, 4.7939115E+00
6.9638900E+00, 5.196830E-01, 4.7860055E+00
6.9639900E+00, 5.197160E-01, 4.7921982E+00
6.9640900E+00, 5.099724E-01, 4.7842927E+00
6.9641900E+00, 5.046032E-01, 4.7896948E+00
6.9642900E+00, 5.019153E-01, 4.7931209E+00
6.9643900E+00, 5.122781E-01, 4.7889042E+00
6.9644900E+00, 5.129633E-01, 4.7914081E+00
6.9645900E+00, 5.132203E-01, 4.7836337E+00
6.9646900E+00, 5.003605E-01, 4.7903538E+00
6.9647900E+00, 5.061712E-01, 4.7887726E+00
6.9648900E+00, 5.070869E-01, 4.7845564E+00
6.9649900E+00, 5.025610E-01, 4.7861371E+00
6.9650900E+00, 5.039378E-01, 4.7887726E+00
6.9651900E+00, 5.085560E-01, 4.7853470E+00
6.9652900E+00, 5.009008E-01, 4.7871914E+00
6.9653900E+00, 5.164088E-01, 4.7806034E+00
6.9654900E+00, 5.092741E-01, 4.7894316E+00
6.9655900E+00, 5.114613E-01, 4.7858739E+00
6.9656900E+00, 5.186026E-01, 4.7845564E+00
6.9657900E+00, 5.107366E-01, 4.7906175E+00
6.9658900E+00, 5.027190E-01, 4.7857423E+00
6.9659900E+00, 5.027850E-01, 4.7878504E+00
6.9660900E+00, 5.031143E-01, 4.7832384E+00
6.9661900E+00, 4.967767E-01, 4.7828431E+00
6.9662900E+00, 4.924155E-01, 4.7892995E+00
6.9663900E+00, 5.005319E-01, 4.7895632E+00
6.9664900E+00, 4.960125E-01, 4.7928572E+00
6.9665900E+00, 4.979165E-01, 4.7931209E+00
6.9666900E+00, 4.937726E-01, 4.7871914E+00
6.9667900E+00, 4.988651E-01, 4.7857423E+00
6.9668900E+00, 4.915723E-01, 4.7969418E+00
6.9669900E+00, 5.074953E-01, 4.7892995E+00
6.9670900E+00, 5.068167E-01, 4.7970734E+00
6.9671900E+00, 5.044582E-01, 4.7928572E+00
6.9672900E+00, 5.002090E-01, 4.7866645E+00
6.9673900E+00, 5.041157E-01, 4.7861371E+00
6.9674900E+00, 5.128184E-01, 4.7867961E+00
6.9675900E+00, 4.948069E-01, 4.7845564E+00
6.9676900E+00, 4.920137E-01, 4.7865324E+00
6.9677900E+00, 5.036875E-01, 4.7925935E+00
6.9678900E+00, 5.048931E-01, 4.7812619E+00
6.9679900E+00, 5.136089E-01, 4.7838974E+00
6.9680900E+00, 5.111451E-01, 4.7867961E+00
6.9681900E+00, 4.970534E-01, 4.7815256E+00
6.9682900E+00, 5.077786E-01, 4.7857423E+00
6.9683900E+00, 5.156841E-01, 4.7900901E+00
6.9684900E+00, 5.123968E-01, 4.7912760E+00
6.9685900E+00, 5.251510E-01, 4.7802081E+00
6.9686900E+00, 5.056770E-01, 4.7849517E+00
6.9687900E+00, 5.098274E-01, 4.7844243E+00
6.9688900E+00, 5.021130E-01, 4.7858739E+00
6.9689900E+00, 5.114744E-01, 4.7869277E+00
6.9690900E+00, 5.170346E-01, 4.7883773E+00
6.9691900E+00, 5.178318E-01, 4.7799444E+00
6.9692900E+00, 5.092609E-01, 4.7807350E+00
6.9693900E+00, 5.212773E-01, 4.7873230E+00
6.9694900E+00, 5.062239E-01, 4.7875867E+00
6.9695900E+00, 5.140371E-01, 4.7815256E+00
6.9696900E+00, 5.210006E-01, 4.7854786E+00
6.9697900E+00, 5.109474E-01, 4.7849517E+00
6.9698900E+00, 5.095771E-01, 4.7861371E+00
6.9699900E+00, 5.075282E-01, 4.7867961E+00
6.9700900E+00, 5.179306E-01, 4.7867961E+00
6.9701900E+00, 5.056112E-01, 4.7866645E+00
6.9702900E+00, 4.959269E-01, 4.7943068E+00
6.9703900E+00, 4.991286E-01, 4.7821846E+00
6.9704900E+00, 4.989573E-01, 4.7849517E+00
6.9705900E+00, 5.063819E-01, 4.7824478E+00
6.9706900E+00, 5.148409E-01, 4.7869277E+00
6.9707900E+00, 5.090764E-01, 4.7858739E+00
6.9708900E+00, 5.120674E-01, 4.7783632E+00
6.9709900E+00, 5.063227E-01, 4.7849517E+00
6.9710900E+00, 4.972708E-01, 4.7816572E+00
6.9711900E+00, 5.025082E-01, 4.7885089E+00
6.9712900E+00, 5.145049E-01, 4.7811303E+00
6.9713900E+00, 5.104599E-01, 4.7882457E+00
6.9714900E+00, 5.109342E-01, 4.7816572E+00
6.9715900E+00, 5.146235E-01, 4.7840290E+00
6.9716900E+00, 5.104072E-01, 4.7891679E+00
6.9717900E+00, 5.078642E-01, 4.7753329E+00
6.9718900E+00, 5.169753E-01, 4.7867961E+00
6.9719900E+00, 5.120146E-01, 4.7882457E+00
6.9720900E+00, 5.147355E-01, 4.7856102E+00
6.9721900E+00, 5.122518E-01, 4.7891679E+00
6.9722900E+00, 5.139779E-01, 4.7911444E+00
6.9723900E+00, 5.042738E-01, 4.7948337E+00
6.9724900E+00, 5.039642E-01, 4.7927256E+00
6.9725900E+00, 5.107695E-01, 4.7900901E+00
6.9726900E+00, 5.101041E-01, 4.7848196E+00
6.9727900E+00, 5.112109E-01, 4.7878504E+00
6.9728900E+00, 5.148738E-01, 4.7864008E+00
6.9729900E+00, 5.136155E-01, 4.7870598E+00
6.9730900E+00, 5.115206E-01, 4.7875867E+00
6.9731900E+00, 5.049590E-01, 4.7873230E+00
6.9732900E+00, 5.036941E-01, 4.7895632E+00
6.9733900E+00, 5.059142E-01, 4.7867961E+00
6.9734900E+00, 5.106378E-01, 4.7891679E+00
6.9735900E+00, 5.044319E-01, 4.7931209E+00
6.9736900E+00, 5.023962E-01, 4.7911444E+00
6.9737900E+00, 5.020932E-01, 4.7907491E+00
6.9738900E+00, 5.040959E-01, 4.7932525E+00
6.9739900E+00, 4.999719E-01, 4.7846880E+00
6.9740900E+00, 4.949453E-01, 4.7902222E+00
6.9741900E+00, 4.953010E-01, 4.7844243E+00
6.9742900E+00, 4.996623E-01, 4.7852149E+00
6.9743900E+00, 4.952351E-01, 4.7915397E+00
6.9744900E+00, 4.937595E-01, 4.7845564E+00
6.9745900E+00, 4.928371E-01, 4.7935162E+00
6.9746900E+00, 4.914339E-01, 4.7932525E+00
6.9747900E+00, 4.949321E-01, 4.7852149E+00
6.9748900E+00, 5.004594E-01, 4.7844243E+00
6.9749900E+00, 5.011380E-01, 4.7821846E+00
6.9750900E+00, 4.998006E-01, 4.7861371E+00
6.9751900E+00, 5.019615E-01, 4.7912760E+00
6.9752900E+00, 5.020537E-01, 4.7874551E+00
6.9753900E+00, 4.878435E-01, 4.7858739E+00
6.9754900E+00, 4.899714E-01, 4.7820525E+00
6.9755900E+00, 4.806560E-01, 4.7878504E+00
6.9756900E+00, 4.909069E-01, 4.7919350E+00
6.9757900E+00, 4.886867E-01, 4.7879820E+00
6.9758900E+00, 5.076600E-01, 4.7873230E+00
6.9759900E+00, 5.020471E-01, 4.7887726E+00
6.9760900E+00, 5.115403E-01, 4.7864008E+00
6.9761900E+00, 5.136287E-01, 4.7899585E+00
6.9762900E+00, 5.181744E-01, 4.7831068E+00
6.9763900E+00, 5.104599E-01, 4.7869277E+00
6.9764900E+00, 5.153152E-01, 4.7821846E+00
6.9765900E+00, 5.051039E-01, 4.7856102E+00
6.9766900E+00, 5.113493E-01, 4.7831068E+00
6.9767900E+00, 5.142151E-01, 4.7777047E+00
6.9768900E+00, 5.198082E-01, 4.7842927E+00
6.9769900E+00, 5.053806E-01, 4.7853470E+00
6.9770900E+00, 5.147618E-01, 4.7862692E+00
6.9771900E+00, 5.121859E-01, 4.7877183E+00
6.9772900E+00, 5.066125E-01, 4.7802081E+00
6.9773900E+00, 5.201376E-01, 4.7852149E+00
6.9774900E+00, 5.136155E-01, 4.7831068E+00
6.9775900E+00, 5.057561E-01, 4.7820525E+00
6.9776900E+00, 5.019878E-01, 4.7889042E+00
6.9777900E+00, 5.149726E-01, 4.7915397E+00
6.9778900E+00, 4.984764E-01, 4.7842927E+00
6.9779900E+00, 4.991089E-01, 4.7849517E+00
6.9780900E+00, 5.065072E-01, 4.7867961E+00
6.9781900E+00, 5.073767E-01, 4.7892995E+00
6.9782900E+00, 5.071066E-01, 4.7900901E+00
6.9783900E+00, 5.153745E-01, 4.7842927E+00
6.9784900E+00, 5.139515E-01, 4.7911444E+00
6.9785900E+00, 5.144193E-01, 4.7866645E+00
6.9786900E+00, 5.098011E-01, 4.7892995E+00
6.9787900E+00, 5.070869E-01, 4.7895632E+00
6.9788900E+00, 5.029497E-01, 4.7932525E+00
6.9789900E+00, 5.053542E-01, 4.7848196E+00
6.9790900E+00, 5.099790E-01, 4.7900901E+00
6.9791900E+00, 5.168041E-01, 4.7907491E+00
6.9792900E+00, 5.153481E-01, 4.7828431E+00
6.9793900E+00, 5.157830E-01, 4.7842927E+00
6.9794900E+00, 5.141821E-01, 4.7920666E+00
6.9795900E+00, 5.059274E-01, 4.7778363E+00
6.9796900E+00, 5.031077E-01, 4.7842927E+00
6.9797900E+00, 5.151110E-01, 4.7835021E+00
6.9798900E+00, 5.190110E-01, 4.7896948E+00
6.9799900E+00, 5.156183E-01, 4.7862692E+00
6.9800900E+00, 5.132400E-01, 4.7956243E+00
6.9801900E+00, 5.107564E-01, 4.7903538E+00
6.9802900E+00, 5.045505E-01, 4.7914081E+00
6.9803900E+00, 5.016518E-01, 4.7842927E+00
6.9804900E+00, 4.937858E-01, 4.7844243E+00
6.9805900E+00, 4.908344E-01, 4.7828431E+00
6.9806900E+00, 5.064017E-01, 4.7870598E+00
6.9807900E+00, 5.132664E-01, 4.7845564E+00
6.9808900E+00, 5.001563E-01, 4.7841611E+00
6.9809900E+00, 5.135891E-01, 4.7867961E+00
6.9810900E+00, 5.146762E-01, 4.7879820E+00
6.9811900E+00, 5.272789E-01, 4.7896948E+00
6.9812900E+00, 5.044319E-01, 4.7848196E+00
6.9813900E+00, 5.139515E-01, 4.7850833E+00
6.9814900E+00, 4.955514E-01, 4.7852149E+00
6.9815900E+00, 5.152691E-01, 4.7871914E+00
6.9816900E+00, 5.191758E-01, 4.7827115E+00
6.9817900E+00, 5.113097E-01, 4.7886410E+00
6.9818900E+00, 5.053147E-01, 4.7841611E+00
6.9819900E+00, 5.059010E-01, 4.7924619E+00
6.9820900E+00, 4.935684E-01, 4.7925935E+00
6.9821900E+00, 5.025544E-01, 4.7939115E+00
6.9822900E+00, 5.218900E-01, 4.7850833E+00
6.9823900E+00, 5.065005E-01, 4.7874551E+00
6.9824900E+00, 5.152230E-01, 4.7849517E+00
6.9825900E+00, 5.082991E-01, 4.7879820E+00
6.9826900E+00, 5.180228E-01, 4.7885089E+00
6.9827900E+00, 5.019417E-01, 4.7916713E+00
6.9828900E+00, 5.040300E-01, 4.7867961E+00
6.9829900E+00, 4.995239E-01, 4.7887726E+00
6.9830900E+00, 5.034701E-01, 4.7889042E+00
6.9831900E+00, 5.146169E-01, 4.7919350E+00
6.9832900E+00, 5.172916E-01, 4.7925935E+00
6.9833900E+00, 5.156446E-01, 4.7857423E+00
6.9834900E+00, 5.082200E-01, 4.7829752E+00
6.9835900E+00, 5.041355E-01, 4.7838974E+00
6.9836900E+00, 5.074031E-01, 4.7860055E+00
6.9837900E+00, 5.067377E-01, 4.7809987E+00
6.9838900E+00, 5.140108E-01, 4.7849517E+00
6.9839900E+00, 5.175815E-01, 4.7921982E+00
6.9840900E+00, 5.160399E-01, 4.7846880E+00
6.9841900E+00, 5.123045E-01, 4.7858739E+00
6.9842900E+00, 5.081146E-01, 4.7835021E+00
6.9843900E+00, 5.092674E-01, 4.7903538E+00
6.9844900E+00, 5.125153E-01, 4.7940431E+00
6.9845900E+00, 5.127525E-01, 4.7894316E+00
6.9846900E+00, 5.129896E-01, 4.7954926E+00
6.9847900E+00, 5.047218E-01, 4.7892995E+00
6.9848900E+00, 5.134969E-01, 4.7875867E+00
6.9849900E+00, 5.028903E-01, 4.7869277E+00
6.9850900E+00, 5.051566E-01, 4.7919350E+00
6.9851900E+00, 4.997874E-01, 4.7899585E+00
6.9852900E+00, 4.940361E-01, 4.7923303E+00
6.9853900E+00, 5.019022E-01, 4.7902222E+00
6.9854900E+00, 5.144193E-01, 4.7894316E+00
6.9855900E+00, 5.000180E-01, 4.7929888E+00
6.9856900E+00, 5.154404E-01, 4.7870598E+00
6.9857900E+00, 5.222260E-01, 4.7845564E+00
6.9858900E+00, 5.223050E-01, 4.7823162E+00
6.9859900E+00, 5.143731E-01, 4.7844243E+00
6.9860900E+00, 5.137407E-01, 4.7899585E+00
6.9861900E+00, 5.197423E-01, 4.7833705E+00
6.9862900E+00, 5.158225E-01, 4.7869277E+00
6.9863900E+00, 5.095376E-01, 4.7869277E+00
6.9864900E+00, 5.145906E-01, 4.7894316E+00
6.9865900E+00, 5.097023E-01, 4.7939115E+00
6.9866900E+00, 5.070276E-01, 4.7856102E+00
6.9867900E+00, 5.073833E-01, 4.7875867E+00
6.9868900E+00, 5.120410E-01, 4.7891679E+00
6.9869900E+00, 5.177659E-01, 4.7842927E+00
6.9870900E+00, 5.137473E-01, 4.7831068E+00
6.9871900E+00, 5.173575E-01, 4.7911444E+00
6.9872900E+00, 5.108354E-01, 4.7833705E+00
6.9873900E+00, 5.198280E-01, 4.7895632E+00
6.9874900E+00, 5.086746E-01, 4.7869277E+00
6.9875900E+00, 5.082793E-01, 4.7853470E+00
6.9876900E+00, 5.056573E-01, 4.7854786E+00
6.9877900E+00, 5.054531E-01, 4.7875867E+00
6.9878900E+00, 5.125483E-01, 4.7921982E+00
6.9879900E+00, 5.155326E-01, 4.7875867E+00
6.9880900E+00, 4.934366E-01, 4.7898269E+00
6.9881900E+00, 4.950639E-01, 4.7911444E+00
6.9882900E+00, 4.978374E-01, 4.7877183E+00
6.9883900E+00, 4.893060E-01, 4.7850833E+00
6.9884900E+00, 4.904325E-01, 4.7889042E+00
6.9885900E+00, 4.865918E-01, 4.7933841E+00
6.9886900E+00, 4.883771E-01, 4.7972054E+00
6.9887900E+00, 5.036150E-01, 4.7903538E+00
6.9888900E+00, 5.069024E-01, 4.7849517E+00
6.9889900E+00, 5.077984E-01, 4.7866645E+00
6.9890900E+00, 5.006636E-01, 4.7752008E+00
6.9891900E+00, 4.977583E-01, 4.7899585E+00
6.9892900E+00, 4.906697E-01, 4.7911444E+00
6.9893900E+00, 4.993197E-01, 4.7902222E+00
6.9894900E+00, 5.004199E-01, 4.7889042E+00
6.9895900E+00, 4.935157E-01, 4.7850833E+00
6.9896900E+00, 4.961179E-01, 4.7910128E+00
6.9897900E+00, 4.992341E-01, 4.7845564E+00
6.9898900E+00, 4.992670E-01, 4.7871914E+00
6.9899900E+00, 4.961114E-01, 4.7877183E+00
6.9900900E+00, 4.845956E-01, 4.7891679E+00
6.9901900E+00, 4.949980E-01, 4.7835021E+00
6.9902900E+00, 5.007295E-01, 4.7928572E+00
6.9903900E+00, 4.987663E-01, 4.7907491E+00
6.9904900E+00, 5.055124E-01, 4.7907491E+00
6.9905900E+00, 4.979165E-01, 4.7891679E+00
6.9906900E+00, 5.022513E-01, 4.7871914E+00
6.9907900E+00, 5.023172E-01, 4.7873230E+00
6.9908900E+00, 4.990035E-01, 4.7877183E+00
6.9909900E+00, 4.943260E-01, 4.7846880E+00
6.9910900E+00, 4.907027E-01, 4.7914081E+00
6.9911900E+00, 4.993987E-01, 4.7857423E+00
6.9912900E+00, 4.997084E-01, 4.7829752E+00
6.9913900E+00, 5.091621E-01, 4.7865324E+00
6.9914900E+00, 4.994580E-01, 4.7895632E+00
6.9915900E+00, 5.011577E-01, 4.7816572E+00
6.9916900E+00, 4.895300E-01, 4.7877183E+00
6.9917900E+00, 5.054399E-01, 4.7828431E+00
6.9918900E+00, 5.023765E-01, 4.7875867E+00
6.9919900E+00, 4.979428E-01, 4.7912760E+00
6.9920900E+00, 4.941415E-01, 4.7869277E+00
6.9921900E+00, 4.961048E-01, 4.7881136E+00
6.9922900E+00, 4.950902E-01, 4.7886410E+00
6.9923900E+00, 4.883310E-01, 4.7918029E+00
6.9924900E+00, 4.884957E-01, 4.7918029E+00
6.9925900E+00, 5.022118E-01, 4.7824478E+00
6.9926900E+00, 4.811172E-01, 4.7898269E+00
6.9927900E+00, 5.081277E-01, 4.7866645E+00
6.9928900E+00, 5.033779E-01, 4.7882457E+00
6.9929900E+00, 5.062239E-01, 4.7912760E+00
6.9930900E+00, 5.208820E-01, 4.7896948E+00
6.9931900E+00, 5.130621E-01, 4.7889042E+00
6.9932900E+00, 5.076402E-01, 4.7931209E+00
6.9933900E+00, 5.009205E-01, 4.7849517E+00
6.9934900E+00, 4.944314E-01, 4.7895632E+00
6.9935900E+00, 5.078445E-01, 4.7902222E+00
6.9936900E+00, 4.877249E-01, 4.7889042E+00
6.9937900E+00, 4.942074E-01, 4.7866645E+00
6.9938900E+00, 4.931599E-01, 4.7848196E+00
6.9939900E+00, 5.016320E-01, 4.7864008E+00
6.9940900E+00, 4.992670E-01, 4.7896948E+00
6.9941900E+00, 4.994053E-01, 4.7875867E+00
6.9942900E+00, 4.906434E-01, 4.7895632E+00
6.9943900E+00, 4.981207E-01, 4.7890363E+00
6.9944900E+00, 5.202891E-01, 4.7879820E+00
6.9945900E+00, 5.049787E-01, 4.7914081E+00
6.9946900E+00, 5.057561E-01, 4.7875867E+00
6.9947900E+00, 5.058681E-01, 4.7925935E+00
6.9948900E+00, 5.078181E-01, 4.7891679E+00
6.9949900E+00, 4.966516E-01, 4.7947021E+00
6.9950900E+00, 4.934103E-01, 4.7940431E+00
6.9951900E+00, 4.905116E-01, 4.7939115E+00
6.9952900E+00, 4.902810E-01, 4.7894316E+00
6.9953900E+00, 5.023238E-01, 4.7881136E+00
6.9954900E+00, 5.027190E-01, 4.7892995E+00
6.9955900E+00, 5.005648E-01, 4.7899585E+00
6.9956900E+00, 5.024160E-01, 4.7867961E+00
6.9957900E+00, 5.070539E-01, 4.7943068E+00
6.9958900E+00, 5.130358E-01, 4.7953606E+00
6.9959900E+00, 5.183852E-01, 4.7894316E+00
6.9960900E+00, 5.205988E-01, 4.7891679E+00
6.9961900E+00, 5.146433E-01, 4.7896948E+00
6.9962900E+00, 5.084440E-01, 4.7824478E+00
6.9963900E+00, 5.043463E-01, 4.7902222E+00
6.9964900E+00, 5.190308E-01, 4.7864008E+00
6.9965900E+00, 5.104862E-01, 4.7904854E+00
6.9966900E+00, 5.175617E-01, 4.7921982E+00
6.9967900E+00, 5.072318E-01, 4.7827115E+00
6.9968900E+00, 5.069419E-01, 4.7886410E+00
6.9969900E+00, 5.060592E-01, 4.7848196E+00
6.9970900E+00, 5.085428E-01, 4.7858739E+00
6.9971900E+00, 5.127327E-01, 4.7924619E+00
6.9972900E+00, 5.048865E-01, 4.7877183E+00
6.9973900E+00, 5.113361E-01, 4.7923303E+00
6.9974900E+00, 5.204406E-01, 4.7865324E+00
6.9975900E+00, 5.119619E-01, 4.7879820E+00
6.9976900E+00, 5.021327E-01, 4.7869277E+00
6.9977900E+00, 5.092214E-01, 4.7956243E+00
6.9978900E+00, 5.030485E-01, 4.7924619E+00
6.9979900E+00, 5.039049E-01, 4.7844243E+00
6.9980900E+00, 5.127196E-01, 4.7883773E+00
6.9981900E+00, 5.077522E-01, 4.7911444E+00
6.9982900E+00, 5.126734E-01, 4.7931209E+00
6.9983900E+00, 5.147289E-01, 4.7853470E+00
6.9984900E+00, 5.050314E-01, 4.7931209E+00
6.9985900E+00, 5.066718E-01, 4.7906175E+00
6.9986900E+00, 5.142743E-01, 4.7912760E+00
6.9987900E+00, 5.189781E-01, 4.7886410E+00
6.9988900E+00, 5.132729E-01, 4.7923303E+00
6.9989900E+00, 5.127854E-01, 4.7885089E+00
6.9990900E+00, 5.154074E-01, 4.7866645E+00
6.9991900E+00, 5.078445E-01, 4.7844243E+00
6.9992900E+00, 5.138659E-01, 4.7925935E+00
6.9993900E+00, 5.192153E-01, 4.7871914E+00
6.9994900E+00, 5.153745E-01, 4.7923303E+00
6.9995900E+00, 5.093465E-01, 4.7889042E+00
6.9996900E+00, 5.161783E-01, 4.7887726E+00
6.9997900E+00, 5.042409E-01, 4.7866645E+00
6.9998900E+00, 5.090501E-01, 4.7891679E+00
